,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Default,HighMonthlyCharges,ShortTenure
3803,1922,1,0,0,0,42.0,1,2,1,0,0,0,2,2,2,0,1,2,100.3,4222.95,0,1,0
6776,1029,1,0,1,1,31.0,1,0,2,1,1,1,1,1,1,0,1,2,20.65,702.05,0,0,0
5448,5047,1,0,0,0,26.0,1,0,0,0,0,0,0,0,0,0,0,2,45.45,1233.15,0,0,1
3979,6747,1,0,1,0,37.0,1,2,0,2,0,2,0,2,2,1,0,3,79.25,2911.8,0,1,0
5758,5415,1,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,1,1,19.9,33.7,0,0,1
2240,6975,0,0,1,1,41.0,1,2,0,2,2,2,0,2,0,1,1,1,78.35,3211.2,0,1,0
6329,3534,0,0,1,1,9.0,1,0,1,0,0,0,2,0,0,0,1,2,75.85,647.5,0,1,1
1996,409,1,0,1,1,45.0,1,2,0,0,2,2,0,2,2,1,0,1,78.75,3600.65,0,1,0
4860,590,1,0,1,0,64.0,1,0,1,2,2,0,2,2,2,2,1,1,104.05,6605.55,0,1,0
3674,1768,1,0,0,0,44.0,1,2,1,2,2,2,0,2,2,0,1,2,111.5,4915.15,0,1,0
5309,4300,1,1,1,0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,70.45,849.1,0,1,1
2151,6274,0,0,0,0,62.0,1,2,1,2,2,2,2,2,2,1,1,1,115.05,7133.45,0,1,0
6535,137,1,1,1,0,63.0,0,1,0,2,0,0,2,0,0,1,0,0,36.1,2298.9,0,0,0
4956,3594,1,1,1,0,29.0,1,2,1,0,0,0,0,0,2,0,1,2,84.3,2357.75,0,1,0
1240,1054,1,1,1,0,61.0,1,2,1,0,2,2,2,2,0,1,1,3,98.3,6066.55,0,1,0
5772,1325,0,0,1,0,65.0,1,0,0,0,0,0,2,2,0,2,1,1,59.8,3808.2,0,0,0
1945,3440,1,0,0,0,63.0,1,2,0,2,2,2,2,0,0,1,0,2,71.5,4576.3,0,1,0
4411,2594,0,0,0,0,37.0,1,2,0,2,2,2,2,2,0,0,1,1,78.9,2976.95,0,1,0
5475,4768,0,1,1,0,71.0,1,0,1,0,2,2,0,0,2,2,0,1,89.45,6435.25,0,1,0
3300,3447,0,0,1,1,72.0,1,2,0,2,2,2,2,2,0,2,0,0,80.2,5714.2,0,1,0
3400,4817,1,0,0,0,62.0,1,2,1,2,2,2,0,0,0,0,0,0,90.7,5586.45,0,1,0
2833,6028,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,2,0,3,20.45,20.45,0,0,1
632,4819,0,1,1,0,66.0,1,2,1,0,2,2,0,2,2,1,0,1,104.6,6819.45,0,1,0
4296,1910,0,0,1,1,64.0,1,2,1,2,2,0,2,2,2,2,0,0,110.3,6997.3,0,1,0
1632,3544,1,0,0,0,11.0,1,0,1,0,2,0,0,0,0,0,1,3,75.9,866.4,0,1,1
6754,5993,1,0,1,0,70.0,1,2,0,2,2,2,2,2,0,1,0,0,79.4,5528.9,0,1,0
1659,2056,1,0,1,1,1.0,1,0,2,1,1,1,1,1,1,1,0,3,18.8,18.8,0,0,1
5660,4010,1,0,0,0,65.0,1,2,2,1,1,1,1,1,1,2,1,0,25.1,1725.0,0,0,0
3166,926,1,0,0,0,14.0,1,0,2,1,1,1,1,1,1,1,0,3,19.35,324.8,0,0,1
3908,3691,1,0,0,0,53.0,1,0,1,0,2,0,2,0,0,0,1,3,80.6,4348.1,0,1,0
5242,4434,0,0,0,0,26.0,1,0,0,0,2,2,0,0,0,0,1,1,54.75,1406.9,0,0,1
6926,3719,1,0,0,0,54.0,1,2,1,0,2,0,0,0,0,0,1,0,79.85,4308.25,0,1,0
689,5695,0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,3,71.1,71.1,0,1,1
3571,6804,0,0,0,1,53.0,1,2,0,0,2,2,2,2,2,1,1,2,84.6,4449.75,0,1,0
4314,1765,0,0,0,0,22.0,0,1,0,0,0,2,0,2,2,0,1,2,50.6,1073.3,0,0,1
6230,1002,1,0,1,1,72.0,1,2,1,2,2,2,2,2,0,2,1,1,106.1,7548.6,0,1,0
342,1418,0,0,0,0,68.0,1,2,0,2,2,2,2,2,2,2,1,2,88.15,6148.45,0,1,0
563,1715,1,0,0,0,11.0,1,0,1,0,0,0,0,0,0,0,0,2,70.2,760.05,0,0,1
1988,5203,1,0,1,0,27.0,1,2,0,2,0,0,2,2,2,1,0,3,80.85,2204.35,0,1,1
4280,1855,0,0,0,0,1.0,1,2,2,1,1,1,1,1,1,0,1,3,25.75,25.75,0,0,1
2873,3705,1,0,0,0,26.0,1,0,1,0,2,0,0,2,0,0,1,2,85.75,2146.5,0,1,1
5405,2844,0,0,0,0,33.0,1,0,1,0,0,0,0,0,0,0,1,0,70.4,2406.1,0,1,0
899,5664,0,0,1,0,63.0,1,2,1,0,0,0,2,0,0,1,1,1,81.2,4965.1,0,1,0
3941,481,1,0,0,0,9.0,1,0,0,2,0,2,2,0,2,0,1,0,68.25,576.95,0,0,1
3954,3124,0,0,0,1,18.0,1,2,0,2,0,0,0,0,0,0,0,3,57.65,992.7,0,0,1
4390,1297,1,0,0,0,21.0,1,0,2,1,1,1,1,1,1,1,1,3,20.35,422.7,0,0,1
3634,5320,1,0,1,1,17.0,1,2,2,1,1,1,1,1,1,2,1,3,25.15,412.6,0,0,1
5167,3359,1,0,0,1,8.0,1,0,2,1,1,1,1,1,1,0,0,0,19.45,159.2,0,0,1
3946,3355,1,0,1,1,7.0,1,0,2,1,1,1,1,1,1,0,1,0,20.25,174.7,0,0,1
1429,5342,0,0,0,1,48.0,1,0,2,1,1,1,1,1,1,1,0,3,19.95,936.7,0,0,0
3785,918,1,0,1,1,55.0,1,0,0,0,0,2,2,0,0,2,1,1,55.25,3119.9,0,0,0
3711,3513,1,0,0,0,26.0,1,2,1,0,0,2,2,0,0,0,1,3,84.3,2281.6,0,1,1
1703,889,1,0,1,1,71.0,1,2,1,0,2,0,2,0,0,2,1,2,84.8,6152.4,0,1,0
1233,1378,0,0,1,0,49.0,1,2,1,2,0,0,0,2,2,0,1,3,100.85,4847.35,0,1,0
4020,6038,0,0,0,0,36.0,1,2,0,2,0,0,0,0,0,1,0,3,54.45,1893.5,0,0,0
1302,4386,0,0,0,0,5.0,1,2,1,0,0,0,0,0,0,0,0,2,75.6,402.5,0,1,1
516,6017,1,0,0,0,61.0,1,2,1,2,0,2,0,2,2,0,1,2,106.45,6300.15,0,1,0
957,5990,1,0,0,0,22.0,1,0,0,2,0,0,2,0,0,0,0,3,55.1,1253.15,0,0,1
4397,2349,1,0,1,1,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.2,19.2,0,0,1
3296,6452,0,0,1,1,24.0,1,0,0,2,0,0,2,0,0,0,0,2,55.15,1319.85,0,0,1
4935,5798,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,44.55,44.55,0,0,1
4369,4788,0,0,0,0,63.0,1,2,0,2,2,2,2,0,2,2,1,1,80.3,4995.35,0,1,0
501,2895,1,0,1,0,28.0,1,0,0,2,2,0,2,0,0,0,0,3,60.9,1785.65,0,0,1
3736,2005,1,0,0,0,2.0,1,0,1,0,0,0,0,0,0,0,1,2,69.8,146.65,0,0,1
5800,5005,1,0,0,0,39.0,1,2,1,2,2,0,0,2,2,0,1,2,106.4,4040.65,0,1,0
4343,6823,1,1,0,0,5.0,0,1,0,0,0,2,2,2,0,0,0,1,45.4,214.75,0,0,1
518,6116,0,0,0,0,56.0,1,2,1,0,2,0,2,2,2,0,1,0,105.45,5916.95,0,1,0
1308,29,0,0,1,1,69.0,1,0,2,1,1,1,1,1,1,2,0,0,19.7,1396.9,0,0,0
3206,3303,0,0,0,0,50.0,1,2,0,0,2,0,2,2,2,2,1,3,79.6,4024.2,0,1,0
3943,4695,0,0,0,0,2.0,1,0,0,2,0,0,0,0,0,0,0,3,50.95,123.05,0,0,1
5150,2613,1,0,1,1,66.0,1,2,2,1,1,1,1,1,1,1,1,1,25.7,1714.55,0,0,0
6145,100,0,0,0,0,3.0,1,0,2,1,1,1,1,1,1,0,0,3,19.95,58.0,0,0,1
5621,6718,0,0,1,1,38.0,1,0,0,2,2,0,0,0,0,0,0,2,54.5,2076.05,0,0,0
6934,231,0,0,0,1,25.0,1,0,2,1,1,1,1,1,1,0,0,1,20.05,471.7,0,0,1
2637,6353,0,0,0,0,55.0,1,0,0,0,2,2,0,0,2,2,1,3,64.75,3617.1,0,0,0
6979,287,0,0,1,0,51.0,1,2,1,0,0,2,0,2,2,1,1,2,98.85,4947.55,0,1,0
4932,3339,1,0,1,0,30.0,1,0,2,1,1,1,1,1,1,2,0,3,19.05,637.55,0,0,0
5209,2980,1,1,1,0,38.0,0,1,0,0,0,0,0,0,0,0,1,2,24.85,955.75,0,0,0
2556,1992,0,0,0,0,12.0,1,0,2,1,1,1,1,1,1,0,0,0,19.45,227.45,0,0,1
2250,4286,0,0,1,0,69.0,1,2,1,0,0,2,2,2,2,2,0,0,105.35,7240.65,0,1,0
4139,2092,0,0,1,0,55.0,1,2,1,0,2,2,0,2,2,0,1,1,103.65,5676.65,0,1,0
157,1139,0,0,1,1,70.0,1,2,1,2,2,2,0,2,2,1,1,1,108.15,7930.55,0,1,0
3523,5942,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.45,19.45,0,0,1
2529,533,1,0,0,1,72.0,1,0,2,1,1,1,1,1,1,2,0,1,19.9,1529.65,0,0,0
1794,1767,1,0,1,0,54.0,0,1,0,0,2,0,0,0,0,0,0,2,30.4,1621.35,0,0,0
2237,4584,1,0,1,1,36.0,1,0,2,1,1,1,1,1,1,2,0,1,19.45,754.5,0,0,0
1431,6176,1,1,1,0,71.0,1,2,1,2,2,2,2,0,0,1,1,2,92.0,6585.2,0,1,0
2263,6454,1,0,0,0,56.0,1,0,0,2,0,2,0,0,0,1,0,3,52.7,3019.7,0,0,0
1322,6522,0,0,0,0,3.0,1,2,2,1,1,1,1,1,1,0,0,3,24.6,86.35,0,0,1
1602,3779,1,0,1,0,48.0,1,2,1,2,2,2,0,2,0,2,1,0,96.9,4473.45,0,1,0
2870,2520,0,0,1,1,66.0,1,2,1,2,2,2,0,2,2,2,0,0,109.25,7082.5,0,1,0
1976,3080,0,0,0,0,20.0,1,0,2,1,1,1,1,1,1,1,1,1,19.35,433.75,0,0,1
148,1804,1,0,0,0,64.0,1,2,1,2,2,0,0,0,0,1,1,1,84.3,5289.05,0,1,0
278,3301,1,1,1,0,20.0,1,2,1,0,2,0,2,2,2,0,0,2,107.05,2172.05,0,1,1
2260,6704,0,0,0,1,1.0,1,0,0,2,0,0,0,0,0,0,0,3,51.2,51.2,0,0,1
5866,6774,1,0,0,0,35.0,1,0,2,1,1,1,1,1,1,2,0,3,19.25,677.9,0,0,0
6244,452,1,0,1,0,72.0,1,2,1,0,2,0,0,2,2,2,1,2,99.4,7285.7,0,1,0
2914,6763,0,0,0,0,43.0,1,0,0,0,2,0,2,0,0,1,0,2,55.45,2444.25,0,0,0
64,4208,0,0,0,0,72.0,1,2,1,0,0,2,2,2,2,2,1,1,107.5,7853.7,0,1,0
919,4268,1,0,1,1,72.0,1,2,2,1,1,1,1,1,1,2,1,0,25.2,1798.9,0,0,0
5063,949,0,0,0,0,30.0,1,0,0,2,0,0,0,0,0,0,1,3,48.8,1536.75,0,0,0
1897,1120,1,1,0,0,4.0,0,1,0,0,2,0,0,2,2,0,1,1,50.95,207.35,0,0,1
4924,5853,1,0,1,0,70.0,0,1,0,2,0,2,2,0,0,2,1,1,39.15,2692.75,0,0,0
1697,1149,1,0,1,1,39.0,0,1,0,0,0,0,0,0,0,1,1,1,25.25,947.75,0,0,0
1940,5177,0,0,0,0,51.0,1,0,2,1,1,1,1,1,1,1,1,0,19.85,996.95,0,0,0
5728,5546,1,0,0,0,58.0,1,2,1,0,0,0,2,0,0,0,0,0,80.65,4807.35,0,1,0
4877,5765,0,0,1,0,72.0,1,2,0,2,0,2,2,2,2,2,1,0,84.9,6065.3,0,1,0
2117,5934,0,0,0,0,33.0,1,2,0,2,0,0,2,0,0,1,0,2,59.4,1952.8,0,0,0
4757,1141,1,0,0,0,23.0,1,0,2,1,1,1,1,1,1,1,0,3,20.45,481.1,0,0,1
1053,1948,1,0,0,0,29.0,1,0,2,1,1,1,1,1,1,1,1,3,19.8,572.2,0,0,0
2564,5868,1,0,1,0,72.0,1,2,1,2,2,2,2,2,2,2,1,2,115.55,8425.3,0,1,0
4744,2150,0,0,0,0,11.0,1,2,1,2,0,0,0,0,0,0,1,0,79.0,929.3,0,1,1
5478,827,1,0,1,1,20.0,1,0,0,0,0,2,0,0,0,0,1,2,49.6,939.8,0,0,1
3273,4810,1,0,1,1,24.0,1,2,0,2,0,0,0,2,2,1,0,3,74.8,1821.2,0,1,1
3888,5751,0,0,0,0,12.0,1,2,1,2,0,0,0,0,0,0,1,2,79.8,1001.2,0,1,1
996,5922,0,0,0,0,58.0,1,2,2,1,1,1,1,1,1,2,0,1,24.35,1423.85,0,0,0
5033,152,0,0,0,0,72.0,1,0,1,2,2,2,2,2,2,2,1,2,109.9,7624.2,0,1,0
5062,5215,1,0,0,0,9.0,1,2,1,0,0,0,0,0,0,0,1,2,75.85,724.65,0,1,1
409,3897,1,0,0,0,20.0,1,0,2,1,1,1,1,1,1,2,1,3,19.7,419.4,0,0,1
6651,5857,1,0,1,1,51.0,1,0,2,1,1,1,1,1,1,1,0,3,19.4,997.75,0,0,0
1679,1929,0,0,1,1,23.0,1,2,2,1,1,1,1,1,1,2,0,3,25.1,611.45,0,0,1
3689,1959,1,0,0,0,43.0,1,2,1,0,0,0,0,0,0,0,1,1,75.35,3161.4,0,1,0
4813,5772,0,0,0,0,54.0,1,0,0,2,0,2,2,2,2,2,0,2,80.6,4299.95,0,1,0
6683,2791,1,0,0,1,19.0,1,0,2,1,1,1,1,1,1,2,0,1,20.85,467.5,0,0,1
5900,5688,0,0,1,1,39.0,1,0,0,0,0,2,0,2,0,0,1,3,59.85,2341.5,0,0,0
456,4070,0,1,0,0,22.0,1,0,0,2,0,2,2,0,2,0,1,3,69.75,1545.4,0,0,1
2227,5930,1,0,1,1,38.0,1,2,1,0,0,2,0,2,2,0,1,1,101.15,3956.7,0,1,0
1505,5001,0,0,0,0,37.0,0,1,0,0,0,2,0,0,2,0,1,1,40.2,1478.85,0,0,0
6583,2734,0,0,0,1,10.0,1,2,0,2,0,2,2,0,2,1,0,1,73.55,693.3,0,1,1
2697,3861,0,0,0,0,22.0,1,0,0,2,0,0,0,0,0,0,1,2,49.8,1049.05,0,0,1
6078,4311,0,0,1,1,64.0,1,2,2,1,1,1,1,1,1,1,0,3,24.9,1595.5,0,0,0
5484,6338,0,0,0,0,9.0,1,0,1,0,0,0,0,0,0,0,0,2,69.05,651.5,0,0,1
3402,1124,0,0,1,0,68.0,1,2,0,2,2,2,2,2,2,2,1,2,91.7,6424.7,0,1,0
2325,813,1,0,1,1,63.0,1,2,0,2,2,2,2,2,2,2,1,1,89.4,5597.65,0,1,0
2722,147,0,0,1,1,72.0,1,2,0,2,2,2,2,2,2,2,0,0,92.65,6733.0,0,1,0
6128,426,1,0,0,0,65.0,1,2,1,2,0,0,2,0,2,1,0,2,93.55,6069.25,0,1,0
2939,120,0,0,1,1,12.0,1,0,2,1,1,1,1,1,1,0,0,0,19.4,198.1,0,0,1
4038,3676,1,0,1,1,67.0,1,0,0,2,2,0,2,0,0,1,0,3,60.05,3994.05,0,0,0
2538,3835,1,0,1,1,67.0,0,1,0,2,0,0,0,2,2,2,0,1,50.9,3281.65,0,0,0
5575,4231,0,0,1,1,37.0,1,2,1,0,2,2,0,0,2,0,1,2,95.15,3532.85,0,1,0
1772,2561,0,0,1,0,71.0,1,2,1,2,2,2,2,2,2,2,1,1,115.15,8078.1,0,1,0
2141,950,1,0,0,1,15.0,1,2,1,0,2,0,0,2,0,0,1,2,91.0,1430.05,0,1,1
5918,4353,0,0,0,0,26.0,1,0,1,2,0,2,2,0,0,1,1,1,87.15,2274.1,0,1,1
2083,5491,1,0,1,1,16.0,1,0,0,2,2,0,0,0,0,1,1,3,55.85,857.8,0,0,1
5470,4917,0,0,0,0,26.0,1,0,0,0,2,2,0,0,0,1,1,3,56.05,1553.2,0,0,1
1653,5259,1,1,1,1,60.0,1,2,1,2,0,0,0,0,0,0,1,2,80.95,4859.1,0,1,0
5827,6425,0,1,0,0,35.0,1,0,1,0,0,0,0,0,0,0,0,2,70.55,2419.0,0,1,0
6641,2417,0,0,1,1,10.0,1,2,0,2,2,0,0,2,0,1,0,2,70.3,676.15,0,0,1
789,3602,1,0,0,1,63.0,0,1,0,2,2,0,2,0,0,1,1,0,40.6,2588.95,0,0,0
2952,3609,1,0,1,1,49.0,1,0,1,0,2,2,0,2,0,0,1,1,90.4,4494.65,0,1,0
2554,106,1,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,33.7,0,0,1
2415,2438,0,0,1,0,43.0,1,2,1,0,2,0,0,0,0,0,0,2,80.45,3398.9,0,1,0
4381,580,0,0,0,0,45.0,1,0,1,2,2,0,0,2,2,1,1,2,100.3,4483.95,0,1,0
6581,1606,0,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,0,3,20.3,41.2,0,0,1
5555,6167,1,1,0,0,21.0,1,0,2,1,1,1,1,1,1,1,0,0,20.5,429.55,0,0,1
6215,706,0,0,0,1,25.0,1,0,0,0,2,0,2,0,0,1,1,1,54.75,1266.35,0,0,1
3802,5575,1,0,1,0,43.0,1,2,0,2,0,2,0,2,2,1,1,2,80.2,3581.6,0,1,0
6036,176,0,1,1,1,12.0,0,1,0,0,0,0,2,0,0,0,1,3,29.3,355.9,0,0,1
3659,6175,0,0,1,0,28.0,1,0,1,0,2,2,0,0,2,0,0,1,89.9,2433.5,0,1,1
4993,990,0,0,1,0,26.0,1,0,2,1,1,1,1,1,1,1,0,3,19.2,459.6,0,0,1
6442,2084,0,0,1,1,19.0,1,2,2,1,1,1,1,1,1,2,1,0,24.9,467.7,0,0,1
2690,4081,0,0,1,0,72.0,1,2,1,2,2,2,0,2,0,2,0,0,100.65,7334.05,0,1,0
1938,1320,1,0,0,0,20.0,1,0,2,1,1,1,1,1,1,1,1,3,19.7,415.9,0,0,1
3714,1426,1,0,0,0,1.0,1,2,0,0,0,0,0,0,0,0,0,3,50.75,50.75,0,0,1
624,2838,0,0,0,0,7.0,1,2,1,0,2,0,0,0,0,0,1,0,78.55,522.95,0,1,1
5354,3813,1,0,1,1,69.0,1,2,1,2,2,2,2,2,2,2,1,0,114.35,7665.8,0,1,0
3584,4302,1,0,1,1,40.0,1,2,1,0,0,2,0,0,0,0,1,2,81.2,3292.3,0,1,0
4289,5807,0,1,0,0,32.0,1,0,1,0,0,0,0,2,2,0,0,2,90.95,2897.95,0,1,0
2934,1780,1,0,0,1,40.0,0,1,0,2,2,0,2,0,0,1,0,3,40.25,1564.05,0,0,0
6269,1761,1,0,0,0,44.0,1,0,1,0,0,2,2,2,2,2,0,0,100.1,4378.35,0,1,0
652,1645,1,0,1,1,50.0,1,2,0,0,0,2,2,2,0,1,1,2,69.65,3442.15,0,0,0
5464,1819,0,0,1,1,10.0,1,0,1,0,0,0,0,2,2,0,1,2,88.85,929.45,0,1,1
1665,803,1,0,1,0,47.0,1,2,2,1,1,1,1,1,1,0,0,2,25.4,1139.2,0,0,0
5780,2837,1,0,1,1,58.0,1,2,1,0,0,0,0,2,0,2,0,0,82.5,4828.05,0,1,0
3406,2996,0,0,0,0,56.0,1,0,2,1,1,1,1,1,1,2,1,0,19.55,1080.55,0,0,0
4166,2950,1,1,0,0,2.0,1,0,0,0,0,2,0,0,0,0,0,3,49.95,107.1,0,0,1
6041,5671,0,0,1,0,53.0,1,0,1,2,2,2,2,2,2,1,0,2,110.5,5835.5,0,1,0
3653,6618,0,0,1,1,51.0,1,2,1,0,0,2,0,0,2,1,1,2,90.15,4554.85,0,1,0
948,4323,0,0,1,0,72.0,0,1,0,2,2,2,2,2,2,2,0,0,65.5,4919.7,0,0,0
5638,841,1,0,0,1,6.0,1,2,2,1,1,1,1,1,1,0,0,3,26.35,184.05,0,0,1
2806,688,0,0,1,1,62.0,1,2,1,0,2,0,2,2,2,1,1,1,106.05,6703.5,0,1,0
3710,6487,0,0,1,1,69.0,1,2,0,2,0,0,2,0,0,2,0,1,61.4,4059.85,0,0,0
327,6131,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,2,44.8,44.8,0,0,1
2409,3678,0,0,1,1,42.0,1,2,1,2,2,0,0,2,0,1,1,1,94.45,3923.8,0,1,0
3874,938,1,0,1,0,50.0,1,2,1,0,2,0,0,2,2,1,1,2,98.25,4858.7,0,1,0
7044,1524,0,0,1,1,72.0,1,2,1,0,2,2,0,2,2,1,1,1,103.2,7362.9,0,1,0
1007,5762,1,0,1,1,4.0,1,0,1,0,0,0,0,0,0,0,1,3,69.55,284.9,0,0,1
1291,6335,0,0,0,0,1.0,1,0,0,0,0,2,2,2,2,1,0,1,74.1,74.1,0,1,1
4452,5544,1,0,1,0,68.0,1,2,1,2,2,0,2,2,2,0,1,2,107.7,7320.9,0,1,0
4572,1860,1,0,0,0,34.0,1,2,1,0,2,0,2,2,2,0,1,2,105.35,3540.65,0,1,0
431,1928,1,1,1,0,52.0,1,2,1,0,2,2,0,2,2,1,1,0,105.1,5376.4,0,1,0
4934,1386,1,1,1,0,63.0,1,0,0,2,2,2,2,2,2,1,1,0,84.0,5329.55,0,1,0
5914,3790,0,0,0,0,52.0,1,2,1,0,2,0,0,0,0,1,1,3,80.2,4297.6,0,1,0
6355,2374,1,0,0,1,3.0,1,0,2,1,1,1,1,1,1,0,1,3,20.05,75.45,0,0,1
5017,6580,0,0,0,0,12.0,1,0,2,1,1,1,1,1,1,0,0,3,20.1,223.6,0,0,1
2321,6579,1,0,0,0,4.0,1,0,2,1,1,1,1,1,1,0,0,3,20.7,73.05,0,0,1
6879,3468,0,0,1,0,31.0,1,0,0,0,0,0,2,0,0,0,1,3,49.2,1498.55,0,0,0
3263,5223,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,2,24.4,24.4,0,0,1
5766,768,0,0,1,1,48.0,0,1,0,2,2,0,2,0,0,2,0,3,39.4,1978.65,0,0,0
744,5300,0,1,1,0,72.0,1,2,0,2,2,2,2,2,2,2,1,0,89.85,6697.35,0,1,0
3840,5810,0,0,1,1,24.0,1,0,2,1,1,1,1,1,1,1,0,3,19.9,533.5,0,0,1
3827,4344,0,0,1,1,6.0,1,2,1,0,2,2,0,2,0,0,1,3,94.05,518.75,0,1,1
705,1045,1,0,1,1,66.0,1,2,0,0,0,2,0,2,0,2,1,0,63.3,4189.7,0,0,0
2924,1304,1,0,1,0,49.0,0,1,0,0,2,0,0,2,2,2,0,1,49.65,2409.9,0,0,0
595,418,1,0,1,0,72.0,1,2,1,2,0,2,2,2,2,2,1,1,111.9,8071.05,0,1,0
824,2919,1,0,1,0,70.0,1,2,1,2,2,0,2,0,0,2,1,1,88.0,5986.45,0,1,0
6758,2878,0,0,1,1,56.0,1,2,0,2,2,0,0,0,2,1,0,0,68.75,3815.4,0,0,0
3990,5061,1,1,1,0,16.0,1,0,0,2,2,0,0,0,0,0,1,0,54.55,825.1,0,0,1
4043,1734,0,0,0,0,60.0,1,0,2,1,1,1,1,1,1,2,0,3,20.6,1093.0,0,0,0
3728,4975,0,0,1,1,18.0,1,0,2,1,1,1,1,1,1,0,0,3,20.45,357.0,0,0,1
3079,3130,0,0,1,1,35.0,1,2,0,2,2,0,0,0,0,0,1,1,59.45,2136.9,0,0,0
2535,490,0,0,0,0,7.0,1,0,1,0,0,2,2,2,2,0,1,2,100.4,715.0,0,1,1
3604,5613,0,0,1,1,45.0,1,2,0,2,2,2,2,2,0,0,0,3,81.3,3541.1,0,1,0
4042,406,0,0,1,1,59.0,1,2,2,1,1,1,1,1,1,2,0,3,25.45,1534.05,0,0,0
2253,6717,1,0,1,1,30.0,1,2,0,2,0,0,0,0,0,0,1,0,54.45,1588.7,0,0,0
697,6765,1,0,0,1,47.0,1,0,2,1,1,1,1,1,1,1,0,1,20.55,1013.05,0,0,0
4855,637,0,0,0,0,54.0,1,0,1,2,2,0,0,2,2,1,1,1,100.05,5299.65,0,1,0
3321,6447,0,0,1,0,26.0,0,1,0,2,2,2,0,2,0,1,0,0,47.85,1190.5,0,0,1
515,3022,1,1,1,1,20.0,1,0,1,2,0,2,2,0,2,1,0,1,94.3,1818.3,0,1,1
6335,6980,0,0,1,0,23.0,1,2,1,0,0,2,0,0,2,0,0,3,90.15,2044.95,0,1,1
5623,6989,1,0,0,0,11.0,1,0,2,1,1,1,1,1,1,0,0,3,20.35,215.25,0,0,1
1811,6319,1,0,1,1,36.0,1,2,2,1,1,1,1,1,1,2,0,1,25.1,930.95,0,0,0
6387,6062,1,0,1,1,38.0,1,0,0,2,2,2,2,2,0,1,0,2,74.05,2802.3,0,1,0
754,5955,0,0,0,0,63.0,1,0,1,0,0,2,2,2,0,1,1,1,90.05,5817.0,0,1,0
4701,6436,0,0,0,0,59.0,1,0,1,0,0,2,0,2,2,2,0,2,95.8,5655.45,0,1,0
5576,6421,1,0,1,0,61.0,1,2,0,0,2,2,0,2,2,1,1,2,79.8,4914.8,0,1,0
781,6680,0,0,1,1,3.0,0,1,0,0,2,0,0,0,2,0,0,3,40.3,92.5,0,0,1
2528,6402,0,0,1,1,47.0,1,0,2,1,1,1,1,1,1,2,0,1,20.25,873.4,0,0,0
3519,4960,1,0,1,1,60.0,1,2,1,2,0,2,2,2,2,2,1,2,110.6,6586.85,0,1,0
5926,41,0,0,0,0,27.0,1,0,0,0,2,2,2,2,2,1,0,3,78.2,2078.95,0,1,1
3030,4713,1,0,1,1,67.0,1,2,2,1,1,1,1,1,1,2,0,3,26.3,1688.9,0,0,0
3446,2860,0,0,1,1,34.0,1,0,0,2,2,2,0,0,0,1,1,3,60.8,2042.05,0,0,0
4492,2882,1,0,1,1,4.0,1,2,2,1,1,1,1,1,1,1,0,1,24.1,73.1,0,0,1
1132,6552,0,0,1,1,23.0,1,0,0,2,2,2,2,0,0,1,1,3,66.25,1533.8,0,0,1
617,1925,1,0,0,1,66.0,1,0,2,1,1,1,1,1,1,2,0,3,20.55,1357.1,0,0,0
2107,2017,1,0,0,1,18.0,1,2,1,0,0,2,0,0,0,0,1,1,80.55,1406.65,0,1,1
2591,713,0,0,1,1,44.0,1,0,2,1,1,1,1,1,1,0,0,3,19.6,780.25,0,0,0
5483,2352,1,0,1,0,52.0,1,0,1,2,2,2,2,2,2,2,1,2,106.3,5487.0,0,1,0
4058,5269,1,1,0,0,11.0,1,2,0,2,2,0,0,0,0,0,0,0,60.25,662.95,0,0,1
6849,4886,1,0,0,0,29.0,1,0,1,0,2,0,2,2,0,0,0,3,89.65,2623.65,0,1,0
1917,80,1,0,1,1,44.0,1,0,2,1,1,1,1,1,1,1,1,0,20.5,865.05,0,0,0
5748,1640,0,1,0,0,38.0,1,0,2,1,1,1,1,1,1,2,0,3,20.2,735.9,0,0,0
5185,232,0,0,0,0,68.0,0,1,0,2,2,2,2,2,2,2,0,1,64.35,4539.6,0,0,0
4450,2183,0,0,0,0,63.0,1,2,1,2,2,2,0,2,0,2,0,1,98.0,6218.45,0,1,0
961,2279,0,0,1,1,71.0,1,2,2,1,1,1,1,1,1,2,0,0,25.45,1813.35,0,0,0
